intent,pertanyaan,jawaban,pertanyaan_clean
gangguan,"Permisi, lapor gangguan, listrik byar pet seharian ini.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",permisi lapor gangguan listrik byar pet seharian ini
gangguan,"Min, mau lapor, listrik jeglek di wilayah kami.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin mau lapor listrik jeglek di wilayah kami
gangguan,"Tolong, mau lapor, listrik mati di komplek.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",tolong mau lapor listrik mati di komplek
gangguan,"Min, listrik mati di rumah saya beberapa menit lalu, ini kenapa ya?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin listrik mati di rumah saya beberapa menit lalu ini mengapa
gangguan,"Halo, lapor gangguan, ada gangguan beberapa menit lalu.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",halo lapor gangguan ada gangguan beberapa menit lalu
gangguan,"Min, ada gardu miring di area sini,","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin ada gardu miring di area sini
gangguan,"Permisi, cara pengaduan tiang listrik berasap gimana solusinya?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",permisi cara pengaduan tiang listrik berasap bagaimana solusinya
gangguan,"Halo, listrik mati di komplek dari semalam, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",halo listrik mati di komplek dari semalam lapornya kemana
gangguan,"lapor gangguan, jaringan down dari semalam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",lapor gangguan jaringan down dari semalam
gangguan,"Permisi, listrik jeglek di rumah saya dari tadi pagi, gimana solusinya?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",permisi listrik jeglek di rumah saya dari tadi pagi bagaimana solusinya
gangguan,"Min, mau lapor, ada gangguan di komplek.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin mau lapor ada gangguan di komplek
gangguan,"Tolong, ada tiang listrik putus di kantor, mohon bantuannya.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",tolong ada tiang listrik putus di kantor mohon bantuannya
gangguan,"Halo, listrik byar pet di rumah saya sudah 1 jam, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",halo listrik byar pet di rumah saya sudah 1 jam lapornya kemana
gangguan,"Halo, ada tiang listrik miring di jalan garuda, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",halo ada tiang listrik miring di jalan garuda lapornya kemana
gangguan,"ada gardu miring di komplek, bisa tolong dicek?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",ada gardu miring di komplek bisa tolong dicek
gangguan,"Min, listrik byar pet di kantor seharian ini, mohon bantuannya.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin listrik byar pet di kantor seharian ini mohon bantuannya
gangguan,"Tolong, cara pengaduan gardu rusak bisa tolong dicek?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",tolong cara pengaduan gardu rusak bisa tolong dicek
gangguan,"Permisi, lapor gangguan, jaringan down dari semalam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",permisi lapor gangguan jaringan down dari semalam
gangguan,"Min, mau lapor, mati lampu di seluruh blok ini.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin mau lapor mati lampu di seluruh blok ini
gangguan,"Min, cara pengaduan meteran bau gosong","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin cara pengaduan meteran bau gosong
gangguan,"Tolong, ada meteran mengeluarkan percikan api di jalan garuda, ada perbaikan kah?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",tolong ada meteran mengeluarkan percikan api di jalan garuda ada perbaikan kah
gangguan,"Tolong, lapor gangguan, jaringan down sudah 1 jam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",tolong lapor gangguan jaringan down sudah 1 jam
bayar_tagihan,"Admin, mohon info metode bayar tagihan listrik via minimarket","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info metode bayar tagihan listrik via minimarket
bayar_tagihan,"Admin, mohon info opsi bayar rekening listrik via e-wallet","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info opsi bayar rekening listrik via e-wallet
bayar_tagihan,"Tolong, apa cara opsi melunasi tagihan listrik tolong jelaskan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong apa cara opsi melunasi tagihan listrik tolong jelaskan
bayar_tagihan,"Tolong, langkah melunasi tagihan PLN melalui BNI minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong langkah melunasi tagihan pln melalui bni minta penjelasan
bayar_tagihan,"Tolong, apakah tersedia auto debit untuk tagihan PLN melalui BTN?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong apakah tersedia auto debit untuk tagihan pln melalui btn
bayar_tagihan,"Admin, bagaimana membayar rekening listrik di bank?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana membayar rekening listrik di bank
bayar_tagihan,"Permisi, langkah pembayaran tagihan prabayar melalui BNI minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi langkah pembayaran tagihan prabayar melalui bni minta penjelasan
bayar_tagihan,"Tolong, opsi melakukan pembayaran tagihan PLN apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong opsi melakukan pembayaran tagihan pln apa saja
bayar_tagihan,"Admin, cara membayar rekening listrik apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin cara membayar rekening listrik apa saja
bayar_tagihan,"Halo, membayar tagihan listrik via BNI bagaimana bagaimana caranya?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo membayar tagihan listrik via bni bagaimana bagaimana caranya
bayar_tagihan,"Permisi, pembayaran tagihan PLN melalui BRI bagaimana apa langkahnya?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi pembayaran tagihan pln melalui bri bagaimana apa langkahnya
bayar_tagihan,"Permisi, mohon info pilihan melunaskan tagihan listrik lewat mobile banking","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi mohon info pilihan melunaskan tagihan listrik lewat mobile banking
bayar_tagihan,"Halo, tolong info membayar tagihan listrik melalui bank mohon panduannya?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo tolong info membayar tagihan listrik melalui bank mohon panduannya
bayar_tagihan,"Tolong, melunaskan tagihan listrik via internet banking bagaimana alur lengkapnya apa?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong melunaskan tagihan listrik via internet banking bagaimana alur lengkapnya apa
bayar_tagihan,"Permisi, langkah membayar rekening listrik di aplikasi?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi langkah membayar rekening listrik di aplikasi
bayar_tagihan,opsi melunasi rekening listrik apa saja yang tersedia?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",opsi melunasi rekening listrik apa saja yang tersedia
bayar_tagihan,"Tolong, bagaimana melunaskan tagihan listrik minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong bagaimana melunaskan tagihan listrik minta penjelasan
bayar_tagihan,"Halo, gimana pilihan membayar tagihan PLN minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo bagaimana pilihan membayar tagihan pln minta penjelasan
bayar_tagihan,"Halo, apakah bisa melunaskan tagihan listrik via GoPay?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo apakah bisa melunaskan tagihan listrik via gopay
bayar_tagihan,"Halo, tolong info pembayaran tagihan prabayar tolong jelaskan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo tolong info pembayaran tagihan prabayar tolong jelaskan
bayar_tagihan,"Permisi, apakah tersedia auto debit untuk rekening listrik melalui BRI?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi apakah tersedia auto debit untuk rekening listrik melalui bri
bayar_tagihan,"Tolong, tolong info melakukan pembayaran tagihan PLN butuh langkah detail?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong tolong info melakukan pembayaran tagihan pln butuh langkah detail
bayar_tagihan,"Admin, mohon info opsi pembayaran rekening listrik via internet banking","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info opsi pembayaran rekening listrik via internet banking
bayar_tagihan,"Halo, gimana melunaskan tagihan listrik lewat PLN Mobile butuh langkah detail?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo bagaimana melunaskan tagihan listrik lewat pln mobile butuh langkah detail
bayar_tagihan,"Admin, bagaimana metode melunaskan tagihan listrik ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana metode melunaskan tagihan listrik
bayar_tagihan,"Permisi, mohon info melunaskan rekening listrik di gerai terdekat?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi mohon info melunaskan rekening listrik di gerai terdekat
bayar_tagihan,"Admin, opsi melakukan pembayaran rekening listrik apa saja yang tersedia?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin opsi melakukan pembayaran rekening listrik apa saja yang tersedia
bayar_tagihan,"Admin, gimana melunasi rekening listrik melalui mobile banking minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana melunasi rekening listrik melalui mobile banking minta penjelasan
bayar_tagihan,"Tolong, apa cara membayar tagihan listrik melalui ATM ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong apa cara membayar tagihan listrik melalui atm
bayar_tagihan,prosedur melunaskan tagihan listrik di bank?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",prosedur melunaskan tagihan listrik di bank
bayar_tagihan,"Halo, langkah bayar tagihan PLN ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo langkah bayar tagihan pln
bayar_tagihan,"Halo, opsi melunasi tagihan prabayar apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo opsi melunasi tagihan prabayar apa saja
bayar_tagihan,"Tolong, pembayaran tagihan prabayar melalui ATM bagaimana bisa tidak?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong pembayaran tagihan prabayar melalui atm bagaimana bisa tidak
bayar_tagihan,"Admin, melakukan pembayaran tagihan prabayar melalui minimarket bagaimana alur lengkapnya apa?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin melakukan pembayaran tagihan prabayar melalui minimarket bagaimana alur lengkapnya apa
bayar_tagihan,"Tolong, pembayaran tagihan prabayar lewat BTN bagaimana alur lengkapnya apa?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong pembayaran tagihan prabayar lewat btn bagaimana alur lengkapnya apa
bayar_tagihan,"Admin, apakah tersedia auto debit untuk tagihan PLN via BRI?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin apakah tersedia auto debit untuk tagihan pln via bri
bayar_tagihan,"Admin, cara bayar tagihan listrik apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin cara bayar tagihan listrik apa saja
bayar_tagihan,"Permisi, apa cara bayar rekening listrik via ATM minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi apa cara bayar rekening listrik via atm minta penjelasan
bayar_tagihan,"Tolong, mohon info melunasi tagihan listrik ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong mohon info melunasi tagihan listrik
bayar_tagihan,"Admin, bagaimana bayar tagihan PLN di gerai terdekat?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana bayar tagihan pln di gerai terdekat
bayar_tagihan,"Permisi, melakukan pembayaran tagihan prabayar melalui Mandiri bagaimana ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi melakukan pembayaran tagihan prabayar melalui mandiri bagaimana
bayar_tagihan,"Permisi, apakah bisa melakukan pembayaran tagihan PLN lewat GoPay?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",permisi apakah bisa melakukan pembayaran tagihan pln lewat gopay
bayar_tagihan,"Halo, mohon info cara bayar tagihan prabayar via minimarket","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo mohon info cara bayar tagihan prabayar via minimarket
bayar_tagihan,"Tolong, mohon info melunaskan rekening listrik minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",tolong mohon info melunaskan rekening listrik minta penjelasan
bayar_tagihan,"Halo, prosedur melakukan pembayaran rekening listrik di aplikasi?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo prosedur melakukan pembayaran rekening listrik di aplikasi
bayar_tagihan,"Halo, apakah tersedia auto debit untuk tagihan PLN via BTN?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",halo apakah tersedia auto debit untuk tagihan pln via btn
