intent,pertanyaan,jawaban,pertanyaan_clean
gangguan,"listrik mati di komplek dari semalam, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",listrik mati di komplek dari semalam lapornya kemana
gangguan,"lapor gangguan, jaringan down dari semalam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",lapor gangguan jaringan down dari semalam
gangguan,"listrik jeglek di rumah saya dari tadi pagi, gimana solusinya?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",listrik jeglek di rumah saya dari tadi pagi bagaimana solusinya
gangguan,"Min, mau lapor, ada gangguan di komplek.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin mau lapor ada gangguan di komplek
gangguan,"ada tiang listrik putus di kantor, mohon bantuannya.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",ada tiang listrik putus di kantor mohon bantuannya
gangguan,"listrik byar pet di rumah saya sudah 1 jam, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",listrik byar pet di rumah saya sudah jam lapornya kemana
gangguan,"ada tiang listrik miring di jalan garuda, lapornya kemana?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",ada tiang listrik miring di jalan garuda lapornya kemana
gangguan,"ada gardu miring di komplek, bisa dicek?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",ada gardu miring di komplek bisa dicek
gangguan,"Min, listrik byar pet di kantor seharian ini, mohon bantuannya.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin listrik byar pet di kantor seharian ini mohon bantuannya
gangguan,cara pengaduan gardu rusak bisa dicek?,"Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",cara pengaduan gardu rusak bisa dicek
gangguan,"lapor gangguan, jaringan down dari semalam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",lapor gangguan jaringan down dari semalam
gangguan,"Min, mau lapor, mati lampu di seluruh blok ini.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin mau lapor mati lampu di seluruh blok ini
gangguan,"Min, cara pengaduan meteran bau gosong","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",admin cara pengaduan meteran bau gosong
gangguan,"ada meteran mengeluarkan percikan api di jalan garuda, ada perbaikan kah?","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",ada meteran mengeluarkan percikan api di jalan garuda ada perbaikan kah
gangguan,"lapor gangguan, jaringan down sudah 1 jam.","Untuk gangguan, laporkan via PLN Mobile (menu Pengaduan) atau hubungi 123 yang tersedia 24 jam.",lapor gangguan jaringan down sudah jam
bayar_tagihan,"Admin, mohon info metode bayar tagihan listrik via minimarket","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info metode bayar tagihan listrik via minimarket
bayar_tagihan,"Admin, mohon info opsi bayar rekening listrik via e-wallet","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info opsi bayar rekening listrik via e wallet
bayar_tagihan,apa cara opsi melunasi tagihan listrik jelaskan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apa cara opsi melunasi tagihan listrik jelaskan
bayar_tagihan,langkah melunasi tagihan PLN melalui BNI minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",langkah melunasi tagihan pln melalui bni minta penjelasan
bayar_tagihan,apakah tersedia auto debit untuk tagihan PLN melalui BTN?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apakah tersedia auto debit untuk tagihan pln melalui btn
bayar_tagihan,"Admin, bagaimana membayar rekening listrik di bank?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana membayar rekening listrik di bank
bayar_tagihan,langkah pembayaran tagihan prabayar melalui BNI minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",langkah pembayaran tagihan prabayar melalui bni minta penjelasan
bayar_tagihan,opsi melakukan pembayaran tagihan PLN apa saja?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",opsi melakukan pembayaran tagihan pln apa saja
bayar_tagihan,"Admin, cara membayar rekening listrik apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin cara membayar rekening listrik apa saja
bayar_tagihan,membayar tagihan listrik via BNI bagaimana bagaimana caranya?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",membayar tagihan listrik via bni bagaimana bagaimana caranya
bayar_tagihan,pembayaran tagihan PLN melalui BRI bagaimana apa langkahnya?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",pembayaran tagihan pln melalui bri bagaimana apa langkahnya
bayar_tagihan,mohon info pilihan melunaskan tagihan listrik lewat mobile banking,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",mohon info pilihan melunaskan tagihan listrik lewat mobile banking
bayar_tagihan,info membayar tagihan listrik melalui bank mohon panduannya?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",info membayar tagihan listrik melalui bank mohon panduannya
bayar_tagihan,melunaskan tagihan listrik via internet banking bagaimana alur lengkapnya apa?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",melunaskan tagihan listrik via internet banking bagaimana alur lengkapnya apa
bayar_tagihan,langkah membayar rekening listrik di aplikasi?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",langkah membayar rekening listrik di aplikasi
bayar_tagihan,opsi melunasi rekening listrik apa saja yang tersedia?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",opsi melunasi rekening listrik apa saja yang tersedia
bayar_tagihan,bagaimana melunaskan tagihan listrik minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",bagaimana melunaskan tagihan listrik minta penjelasan
bayar_tagihan,gimana pilihan membayar tagihan PLN minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",bagaimana pilihan membayar tagihan pln minta penjelasan
bayar_tagihan,apakah bisa melunaskan tagihan listrik via GoPay?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apakah bisa melunaskan tagihan listrik via gopay
bayar_tagihan,info pembayaran tagihan prabayar jelaskan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",info pembayaran tagihan prabayar jelaskan
bayar_tagihan,apakah tersedia auto debit untuk rekening listrik melalui BRI?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apakah tersedia auto debit untuk rekening listrik melalui bri
bayar_tagihan,info melakukan pembayaran tagihan PLN butuh langkah detail?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",info melakukan pembayaran tagihan pln butuh langkah detail
bayar_tagihan,"Admin, mohon info opsi pembayaran rekening listrik via internet banking","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin mohon info opsi pembayaran rekening listrik via internet banking
bayar_tagihan,gimana melunaskan tagihan listrik lewat PLN Mobile butuh langkah detail?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",bagaimana melunaskan tagihan listrik lewat pln mobile butuh langkah detail
bayar_tagihan,"Admin, bagaimana metode melunaskan tagihan listrik ?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana metode melunaskan tagihan listrik
bayar_tagihan,mohon info melunaskan rekening listrik di gerai terdekat?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",mohon info melunaskan rekening listrik di gerai terdekat
bayar_tagihan,"Admin, opsi melakukan pembayaran rekening listrik apa saja yang tersedia?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin opsi melakukan pembayaran rekening listrik apa saja yang tersedia
bayar_tagihan,"Admin, gimana melunasi rekening listrik melalui mobile banking minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana melunasi rekening listrik melalui mobile banking minta penjelasan
bayar_tagihan,apa cara membayar tagihan listrik melalui ATM ?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apa cara membayar tagihan listrik melalui atm
bayar_tagihan,prosedur melunaskan tagihan listrik di bank?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",prosedur melunaskan tagihan listrik di bank
bayar_tagihan,langkah bayar tagihan PLN ?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",langkah bayar tagihan pln
bayar_tagihan,opsi melunasi tagihan prabayar apa saja?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",opsi melunasi tagihan prabayar apa saja
bayar_tagihan,pembayaran tagihan prabayar melalui ATM bagaimana bisa tidak?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",pembayaran tagihan prabayar melalui atm bagaimana bisa tidak
bayar_tagihan,"Admin, melakukan pembayaran tagihan prabayar melalui minimarket bagaimana alur lengkapnya apa?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin melakukan pembayaran tagihan prabayar melalui minimarket bagaimana alur lengkapnya apa
bayar_tagihan,pembayaran tagihan prabayar lewat BTN bagaimana alur lengkapnya apa?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",pembayaran tagihan prabayar lewat btn bagaimana alur lengkapnya apa
bayar_tagihan,"Admin, apakah tersedia auto debit untuk tagihan PLN via BRI?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin apakah tersedia auto debit untuk tagihan pln via bri
bayar_tagihan,"Admin, cara bayar tagihan listrik apa saja?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin cara bayar tagihan listrik apa saja
bayar_tagihan,apa cara bayar rekening listrik via ATM minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apa cara bayar rekening listrik via atm minta penjelasan
bayar_tagihan,mohon info melunasi tagihan listrik ?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",mohon info melunasi tagihan listrik
bayar_tagihan,"Admin, bagaimana bayar tagihan PLN di gerai terdekat?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin bagaimana bayar tagihan pln di gerai terdekat
bayar_tagihan,melakukan pembayaran tagihan prabayar melalui Mandiri bagaimana ?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",melakukan pembayaran tagihan prabayar melalui mandiri bagaimana
bayar_tagihan,apakah bisa melakukan pembayaran tagihan PLN lewat GoPay?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apakah bisa melakukan pembayaran tagihan pln lewat gopay
bayar_tagihan,mohon info cara bayar tagihan prabayar via minimarket,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",mohon info cara bayar tagihan prabayar via minimarket
bayar_tagihan,mohon info melunaskan rekening listrik minta penjelasan?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",mohon info melunaskan rekening listrik minta penjelasan
bayar_tagihan,prosedur melakukan pembayaran rekening listrik di aplikasi?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",prosedur melakukan pembayaran rekening listrik di aplikasi
bayar_tagihan,apakah tersedia auto debit untuk tagihan PLN via BTN?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",apakah tersedia auto debit untuk tagihan pln via btn
bayar_tagihan,"Admin, langkah melunasi rekening listrik lewat Mandiri jelaskan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin langkah melunasi rekening listrik lewat mandiri jelaskan
bayar_tagihan,"Admin, prosedur melunaskan tagihan PLN secara online?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin prosedur melunaskan tagihan pln secara online
bayar_tagihan,"Admin, opsi pembayaran tagihan listrik apa saja yang tersedia?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin opsi pembayaran tagihan listrik apa saja yang tersedia
bayar_tagihan,metode melunasi rekening listrik apa saja?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",metode melunasi rekening listrik apa saja
bayar_tagihan,"Admin, langkah melunaskan rekening listrik minta penjelasan?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin langkah melunaskan rekening listrik minta penjelasan
bayar_tagihan,opsi bayar tagihan listrik apa saja yang tersedia?,"Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",opsi bayar tagihan listrik apa saja yang tersedia
bayar_tagihan,"Admin, apakah tersedia auto debit untuk rekening listrik via Mandiri?","Anda bisa membayar tagihan listrik melalui bank, ATM, internet/mobile banking, minimarket, e-wallet, virtual account, atau aplikasi PLN Mobile.",admin apakah tersedia auto debit untuk rekening listrik via mandiri
